-21.735913,45.252386,49.364820921
49.46125,105.681379,53.966691818
-35.963237,100.666188,44.662207479
-35.21651,-65.844283,50.937726406
15.497819,89.305735,47.480868894
23.725068,-58.922492,68.102600379
-33.050562,-46.014253,62.955393474
-5.721538,66.376796,66.040597947
-30.777868,113.382308,66.647277089
-7.438777,-62.662206,61.442153652
0.031693,-110.259655,43.584658444
19.48507,-13.849872,47.57139913
13.87453,90.210927,57.935911362
31.243923,3.219433,64.636994899
21.342337,92.319176,66.673372057
-22.608093,98.872398,58.869414347
-11.12528,-11.033821,69.759010041
41.709758,49.721811,66.422120392
-10.263373,22.378496,41.428999536
-39.987395,43.760699,60.324916821
15.32216,-84.522834,46.772738485
-36.182411,-99.27589,45.579482064
37.141744,-63.73168,42.834664967
35.008258,-80.704885,61.730251054
46.500621,-96.477179,52.131112585
12.115801,73.703354,66.529780385
-15.343695,-42.152563,58.014140738
18.69824,-19.702227,60.807899643
-24.14933,-19.928833,67.985010276
8.744098,101.087862,46.12452222
-40.8639,-0.253209,48.350927203
49.412331,38.468567,42.60124719
-15.541912,26.449871,46.055749605
-37.644054,-112.731053,45.165589669
41.192678,-51.841708,42.505907025
0.377937,70.572196,66.934218623
-6.00393,-1.446254,46.109045939
-21.049259,-72.827886,50.930599356
-41.543426,-65.090353,56.734315923
-44.298292,7.015826,60.464608545
34.811444,-91.64201,51.407956959
-23.952739,-14.908535,61.093117491
21.492344,-87.045098,47.248699687
-14.198088,1.370183,67.075430179
13.39436,39.775083,61.883280188
14.698671,82.156189,69.836396721
-3.746291,-35.86628,69.959910024
-6.514898,-116.041729,47.067544398
-43.154529,34.444488,53.217355947
-25.07545,26.492619,47.490760519
37.938108,-17.622852,63.36396173
-34.80433,18.177105,54.066472189
-8.180073,-52.22089,42.226174556
-32.724419,29.535623,43.88834361
-19.778726,-54.507042,52.65913411
-13.542705,-86.932888,65.658581825
14.219672,-73.250716,50.973758984
27.681774,59.522773,67.834470681
-0.72659,26.869422,55.323083185
9.309063,36.603009,63.471893184
35.03989,75.748398,65.212504968
-40.556169,-68.504676,56.444374477
12.320791,32.237449,45.020105685
-27.950515,112.561725,46.891070985
-39.077902,67.850253,40.207972105
-44.016918,64.667235,52.07129942
-25.314685,32.703055,45.185990063
23.301243,-8.705149,57.528491647
-15.042283,61.55565,51.217403054
39.705745,41.950702,49.247288845
-6.789163,84.581347,56.38664862
32.165529,-58.490139,46.089417376
6.317088,-70.628135,40.405306654
48.173393,22.711396,42.493067264
-47.132078,91.992826,50.831017785
-19.64724,-114.477125,65.661578385
-21.93804,4.825873,54.350708465
-28.155534,-2.746505,61.068498607
-6.367957,-103.020046,43.47097038
-32.723137,100.716069,55.746234531
-29.026054,81.15178,64.178733847
-42.363639,-58.764312,57.967893098
-39.523336,103.578329,61.656873198
-45.716641,-3.263535,61.139023381
11.890551,-110.179355,48.692339535
-13.447747,-106.005718,64.82167039
-28.243413,-95.43764,57.304815952
5.539197,61.549543,58.271383504
-15.796483,-98.707384,68.393464849
23.551967,-80.11559,61.857025654
-45.838478,61.624222,62.180715576
-22.816792,60.452074,45.327006082
-28.326274,-14.559535,52.992853511
35.338159,-20.448606,47.961418499
49.029098,91.559612,51.098803817
-36.193452,111.615702,50.101771952
20.732112,61.77703,42.801691043
1.481031,-28.514718,58.755431183
-1.05568,-29.786373,46.105618587
6.480095,73.860483,69.337538557
38.018685,56.077068,59.011957976
-46.230004,-10.347639,66.096064119
48.786256,-20.967619,42.60373239
40.987517,-61.237328,58.346290641
10.530769,71.00266,42.21522418
-31.082592,0.583586,57.814338698
21.777746,69.337238,48.258297824
24.205809,99.408294,50.204931699
-15.152773,103.425793,44.849487539
-15.36003,72.945354,63.458434845
-35.067922,48.251002,49.504485302
27.43891,-38.82199,48.034089313
37.644289,74.277765,58.778463356
-36.865017,19.780348,57.687004196
-43.660158,-86.224343,68.919907782
20.831772,113.387078,60.225801865
23.981916,-95.412087,54.697220145
-42.923425,29.934342,46.060317146
-43.849801,58.214724,54.330005218
39.279855,9.625599,57.255487646
-35.308918,-54.020458,66.782994082
33.810964,30.214272,60.581190494
42.573081,-69.419629,43.167431297
-0.49363,111.20453,61.726088507
-40.860868,-46.650816,43.654647494
12.630042,23.577578,60.134761797
-4.086586,-62.974869,51.049934915
5.713818,-59.226879,49.406066514
-44.798382,-24.509579,54.176744327
-12.82509,-37.242592,54.387710838
32.156311,102.268478,65.820429325
-41.347313,-109.099575,60.754506093
-4.632932,84.561693,64.511473422
15.043577,-24.415018,41.477158975
-9.654071,117.732182,48.995836657
36.779965,3.386705,64.349872409
-13.424212,-54.391093,47.783365757
-36.498084,-22.688824,57.783480329
26.308286,-93.163308,53.715532283
-34.143769,47.702024,41.339313101
37.496718,-67.355066,62.301515057
32.61371,14.805093,68.492685194
-25.931086,-6.829029,57.276418331
-28.197006,7.510482,42.691962588
40.909167,-5.586241,66.954242538
-10.497938,-95.507749,63.951148302
-8.819332,-50.300011,62.28078795
39.085792,97.369214,67.413125887
0.212957,-1.714307,47.183516082
47.507494,98.30056,54.066810317
-21.061977,-78.103657,40.80155139
30.080661,-62.395683,50.784260184
16.780051,-65.714749,57.294091962
33.384822,-105.879999,66.30993704
8.939685,-20.451829,44.594094676
36.986185,19.215142,66.653843159
-31.361212,20.83887,40.815913825
44.358204,-6.415642,63.150600676
1.652727,38.732924,55.688291509
-0.388493,-27.104715,51.873635699
-14.091774,-8.656438,40.521350837
33.583541,43.796797,40.795466246
38.566899,11.579493,66.424579135
-26.344283,-68.067107,54.857384503
42.863471,-86.228297,48.691634055
-18.165686,-3.851804,61.457124728
7.584697,54.613006,40.665261832
-26.077459,74.774476,61.30631282
-3.876162,-41.413423,48.334665149
44.644728,-94.538222,48.825792914
-42.196773,-72.799275,66.62251505
-7.493013,35.211693,69.857544469
49.917747,10.366585,61.36885761
46.247892,-40.741185,57.08101561
-8.439756,108.983205,52.486228582
-2.059558,-0.823631,46.280851609
-4.268042,90.383297,40.450922375
-24.588316,-20.011158,49.465582982
5.37145,-69.021514,46.590040922
48.938234,22.156186,40.797075136
-26.380362,-104.4656,47.174119706
41.651484,25.454201,40.689099352
15.071763,-22.292084,50.236150076
2.948565,93.263516,49.023438723
40.196323,38.428514,48.834042995
-44.307013,-15.95579,49.347520326
-44.198248,117.550688,67.895548307
25.567619,105.794788,52.467044735
-25.55403,-94.922298,69.658136179
-22.712587,-68.621486,68.053204506
-21.151703,-61.544231,43.94597851
-27.924308,78.93234,54.527689256
24.907752,107.961782,45.141669244
15.378236,-13.394162,68.598044015
9.63617,-4.900096,43.979592513
22.486603,-75.832907,45.422274183
11.034224,-67.516138,61.732534499
14.95408,-63.784817,66.617255265
28.949676,107.073143,68.383175899
19.964319,-79.485164,66.592703909
37.696473,-32.148976,57.113398923
-44.27366,88.308406,58.28442879
26.20842,-24.017069,47.278688876
14.06224,-71.218066,69.380594727
34.569971,-6.654769,45.513705246
-47.176404,-71.510125,58.838792406
47.993844,-103.052789,57.581744067
-1.704746,17.166556,58.657293067
-2.18013,5.914654,49.910659468
-9.286437,113.254088,40.174873049
-12.133037,-118.350873,49.630106077
1.682743,-100.675709,50.748852832
-30.285538,-54.384964,60.164214476
10.9677,84.262746,65.586372522
-9.619257,54.47497,59.943493455
-10.148258,49.88091,51.537306084
31.504609,22.615394,55.975204907
6.18372,-47.102949,51.340945037
49.79236,105.282202,40.948235591
-31.840599,44.227124,68.208551849
39.865636,-95.627236,49.90499398
-17.641677,-78.262112,40.587540594
6.971454,-114.686922,50.022975198
27.301666,89.726693,44.819501065
-3.801419,-79.253104,54.757618151
-44.510787,82.675797,69.289354378
49.885122,57.821203,60.117394185
-38.999974,56.829525,56.280172418
28.19937,-61.915333,61.06655551
31.12646,84.146212,68.507444934
35.985161,88.994011,64.447495792
-26.91768,79.732107,65.390926702
-40.935423,34.844789,41.785017905
-8.773122,-76.138171,44.941468056
-14.769891,108.737618,52.796383781
-38.135532,30.62293,48.808443997
-18.121092,-24.693969,53.314425441
-29.159723,87.190471,47.179813578
-49.123401,83.799006,45.658408343
25.284333,5.935876,69.351383066
-40.493314,97.078849,57.733365802
-7.887889,-115.492181,50.933925439
4.903843,15.043535,50.43761071
-7.612279,89.479909,62.057926925
-26.142449,-31.222716,60.776889202
-46.249643,94.336891,68.709963341
-25.554949,-9.086273,54.021917648
-38.04064,-60.504391,58.834953716
42.696702,56.95182,64.933844863
-35.013881,-61.02985,56.566860252
15.901588,6.614525,53.344930834
-26.485332,39.487791,61.12502845
